white,black,whiteScore,blackScore,result,plies
Temporal-Hydra,Majestic-Python-Shield,1.00,0.00,WHITE_WON,95
Majestic-Python-Shield,Temporal-Hydra,0.00,1.00,BLACK_WON,80
Temporal-Hydra,Majestic-Python-Shield,0.50,0.50,DRAW,94
Majestic-Python-Shield,Temporal-Hydra,0.50,0.50,DRAW,120
Temporal-Hydra,Majestic-Python-Shield,1.00,0.00,WHITE_WON,105
Majestic-Python-Shield,Majestic-Basilisk-MatingNet,0.00,1.00,BLACK_WON,206
Majestic-Basilisk-MatingNet,Majestic-Python-Shield,0.00,1.00,BLACK_WON,102
Majestic-Python-Shield,Majestic-Basilisk-MatingNet,1.00,0.00,WHITE_WON,95
Majestic-Basilisk-MatingNet,Majestic-Python-Shield,0.00,1.00,BLACK_WON,170
Majestic-Python-Shield,Majestic-Basilisk-MatingNet,1.00,0.00,WHITE_WON,75
Majestic-Basilisk-MatingNet,Majestic-Python-Shield,0.00,1.00,BLACK_WON,84
Majestic-Python-Shield,Majestic-Basilisk-MatingNet,1.00,0.00,WHITE_WON,85
Majestic-Basilisk-MatingNet,Majestic-Python-Shield,1.00,0.00,WHITE_WON,89
Majestic-Python-Shield,Majestic-Basilisk-MatingNet,1.00,0.00,WHITE_WON,67
Majestic-Basilisk-MatingNet,Majestic-Python-Shield,0.50,0.50,DRAW,73
Majestic-Python-Shield,Majestic-Djinn,0.00,1.00,BLACK_WON,82
Majestic-Djinn,Majestic-Python-Shield,1.00,0.00,WHITE_WON,125
Majestic-Python-Shield,Majestic-Djinn,0.00,1.00,BLACK_WON,106
Majestic-Djinn,Majestic-Python-Shield,1.00,0.00,WHITE_WON,73
Majestic-Python-Shield,Majestic-Djinn,0.00,1.00,BLACK_WON,84
Majestic-Djinn,Majestic-Python-Shield,0.00,1.00,BLACK_WON,106
Majestic-Python-Shield,Majestic-Djinn,0.00,1.00,BLACK_WON,158
Majestic-Djinn,Majestic-Python-Shield,0.00,1.00,BLACK_WON,88
Majestic-Python-Shield,Majestic-Djinn,1.00,0.00,WHITE_WON,85
Majestic-Djinn,Majestic-Python-Shield,1.00,0.00,WHITE_WON,89
Majestic-Python-Shield,Mischievous-Spider-Frontline,0.50,0.50,DRAW,120
Mischievous-Spider-Frontline,Majestic-Python-Shield,0.50,0.50,DRAW,55
Majestic-Python-Shield,Mischievous-Spider-Frontline,1.00,0.00,WHITE_WON,53
Mischievous-Spider-Frontline,Majestic-Python-Shield,0.00,1.00,BLACK_WON,98
Majestic-Python-Shield,Mischievous-Spider-Frontline,0.00,1.00,BLACK_WON,40
Mischievous-Spider-Frontline,Majestic-Python-Shield,1.00,0.00,WHITE_WON,93
Majestic-Python-Shield,Mischievous-Spider-Frontline,1.00,0.00,WHITE_WON,71
Mischievous-Spider-Frontline,Majestic-Python-Shield,0.50,0.50,DRAW,151
Majestic-Python-Shield,Mischievous-Spider-Frontline,1.00,0.00,WHITE_WON,105
Mischievous-Spider-Frontline,Majestic-Python-Shield,1.00,0.00,WHITE_WON,61
Majestic-Python-Shield,Agile-Antelope,0.00,1.00,BLACK_WON,70
Agile-Antelope,Majestic-Python-Shield,0.00,1.00,BLACK_WON,156
Majestic-Python-Shield,Agile-Antelope,0.50,0.50,DRAW,146
Agile-Antelope,Majestic-Python-Shield,0.50,0.50,DRAW,157
Majestic-Python-Shield,Agile-Antelope,0.00,1.00,BLACK_WON,154
Agile-Antelope,Majestic-Python-Shield,1.00,0.00,WHITE_WON,75
Majestic-Python-Shield,Agile-Antelope,0.00,1.00,BLACK_WON,76
Agile-Antelope,Majestic-Python-Shield,0.00,1.00,BLACK_WON,86
Majestic-Python-Shield,Agile-Antelope,0.00,1.00,BLACK_WON,138
Agile-Antelope,Majestic-Python-Shield,1.00,0.00,WHITE_WON,77
Majestic-Python-Shield,Mischievous-Kraken-Clearance,1.00,0.00,WHITE_WON,75
Mischievous-Kraken-Clearance,Majestic-Python-Shield,0.00,1.00,BLACK_WON,112
Majestic-Python-Shield,Mischievous-Kraken-Clearance,0.50,0.50,DRAW,86
Mischievous-Kraken-Clearance,Majestic-Python-Shield,1.00,0.00,WHITE_WON,103
Majestic-Python-Shield,Mischievous-Kraken-Clearance,1.00,0.00,WHITE_WON,51
Mischievous-Kraken-Clearance,Majestic-Python-Shield,0.00,1.00,BLACK_WON,140
Majestic-Python-Shield,Mischievous-Kraken-Clearance,1.00,0.00,WHITE_WON,89
Mischievous-Kraken-Clearance,Majestic-Python-Shield,0.00,1.00,BLACK_WON,62
Majestic-Python-Shield,Mischievous-Kraken-Clearance,1.00,0.00,WHITE_WON,125
Mischievous-Kraken-Clearance,Majestic-Python-Shield,0.50,0.50,DRAW,211
Majestic-Python-Shield,Unruly-Bison-Smother,0.50,0.50,DRAW,132
Unruly-Bison-Smother,Majestic-Python-Shield,0.00,1.00,BLACK_WON,118
Majestic-Python-Shield,Unruly-Bison-Smother,0.00,1.00,BLACK_WON,148
Unruly-Bison-Smother,Majestic-Python-Shield,1.00,0.00,WHITE_WON,123
Majestic-Python-Shield,Unruly-Bison-Smother,1.00,0.00,WHITE_WON,77
Unruly-Bison-Smother,Majestic-Python-Shield,1.00,0.00,WHITE_WON,73
Majestic-Python-Shield,Unruly-Bison-Smother,0.00,1.00,BLACK_WON,56
Unruly-Bison-Smother,Majestic-Python-Shield,1.00,0.00,WHITE_WON,95
Majestic-Python-Shield,Unruly-Bison-Smother,1.00,0.00,WHITE_WON,85
Unruly-Bison-Smother,Majestic-Python-Shield,0.00,1.00,BLACK_WON,104
Majestic-Python-Shield,Noble-Mongoose,0.00,1.00,BLACK_WON,114
Noble-Mongoose,Majestic-Python-Shield,1.00,0.00,WHITE_WON,185
Majestic-Python-Shield,Noble-Mongoose,0.00,1.00,BLACK_WON,90
Noble-Mongoose,Majestic-Python-Shield,0.50,0.50,DRAW,109
Majestic-Python-Shield,Noble-Mongoose,1.00,0.00,WHITE_WON,159
Noble-Mongoose,Majestic-Python-Shield,0.00,1.00,BLACK_WON,60
Majestic-Python-Shield,Noble-Mongoose,1.00,0.00,WHITE_WON,75
Noble-Mongoose,Majestic-Python-Shield,1.00,0.00,WHITE_WON,71
Majestic-Python-Shield,Noble-Mongoose,0.00,1.00,BLACK_WON,86
Noble-Mongoose,Majestic-Python-Shield,0.00,1.00,BLACK_WON,30
Majestic-Python-Shield,Agile-Mantis-TempoGain,1.00,0.00,WHITE_WON,61
Agile-Mantis-TempoGain,Majestic-Python-Shield,1.00,0.00,WHITE_WON,133
Majestic-Python-Shield,Agile-Mantis-TempoGain,1.00,0.00,WHITE_WON,63
Agile-Mantis-TempoGain,Majestic-Python-Shield,0.00,1.00,BLACK_WON,62
Majestic-Python-Shield,Agile-Mantis-TempoGain,0.00,1.00,BLACK_WON,134
Agile-Mantis-TempoGain,Majestic-Python-Shield,0.50,0.50,DRAW,80
Majestic-Python-Shield,Agile-Mantis-TempoGain,1.00,0.00,WHITE_WON,59
Agile-Mantis-TempoGain,Majestic-Python-Shield,1.00,0.00,WHITE_WON,119
Majestic-Python-Shield,Agile-Mantis-TempoGain,0.00,1.00,BLACK_WON,160
Agile-Mantis-TempoGain,Majestic-Python-Shield,0.00,1.00,BLACK_WON,110
Majestic-Python-Shield,Nimble-Walrus-KingHunt,1.00,0.00,WHITE_WON,51
Nimble-Walrus-KingHunt,Majestic-Python-Shield,0.00,1.00,BLACK_WON,80
Majestic-Python-Shield,Nimble-Walrus-KingHunt,0.50,0.50,DRAW,23
Nimble-Walrus-KingHunt,Majestic-Python-Shield,0.00,1.00,BLACK_WON,118
Majestic-Python-Shield,Nimble-Walrus-KingHunt,1.00,0.00,WHITE_WON,75
Nimble-Walrus-KingHunt,Majestic-Python-Shield,1.00,0.00,WHITE_WON,59
Majestic-Python-Shield,Nimble-Walrus-KingHunt,0.50,0.50,DRAW,25
Nimble-Walrus-KingHunt,Majestic-Python-Shield,0.00,1.00,BLACK_WON,112
Majestic-Python-Shield,Nimble-Walrus-KingHunt,0.00,1.00,BLACK_WON,196
Nimble-Walrus-KingHunt,Majestic-Python-Shield,0.50,0.50,DRAW,58
Elusive-Kangaroo-Discovered,Raging-Eagle,0.50,0.50,DRAW,75
Raging-Eagle,Elusive-Kangaroo-Discovered,0.50,0.50,DRAW,125
Elusive-Kangaroo-Discovered,Raging-Eagle,1.00,0.00,WHITE_WON,155
Raging-Eagle,Elusive-Kangaroo-Discovered,0.00,1.00,BLACK_WON,92
Elusive-Kangaroo-Discovered,Raging-Eagle,1.00,0.00,WHITE_WON,75
Raging-Eagle,Elusive-Kangaroo-Discovered,1.00,0.00,WHITE_WON,149
Elusive-Kangaroo-Discovered,Raging-Eagle,0.00,1.00,BLACK_WON,90
Raging-Eagle,Elusive-Kangaroo-Discovered,1.00,0.00,WHITE_WON,103
Elusive-Kangaroo-Discovered,Raging-Eagle,0.50,0.50,DRAW,121
Raging-Eagle,Elusive-Kangaroo-Discovered,1.00,0.00,WHITE_WON,171
Elusive-Kangaroo-Discovered,Unruly-Puffin-Switch,1.00,0.00,WHITE_WON,157
Unruly-Puffin-Switch,Elusive-Kangaroo-Discovered,1.00,0.00,WHITE_WON,135
Elusive-Kangaroo-Discovered,Unruly-Puffin-Switch,0.00,1.00,BLACK_WON,160
Unruly-Puffin-Switch,Elusive-Kangaroo-Discovered,0.00,1.00,BLACK_WON,74
Elusive-Kangaroo-Discovered,Unruly-Puffin-Switch,0.00,1.00,BLACK_WON,94
Unruly-Puffin-Switch,Elusive-Kangaroo-Discovered,0.00,1.00,BLACK_WON,120
Elusive-Kangaroo-Discovered,Unruly-Puffin-Switch,1.00,0.00,WHITE_WON,73
Unruly-Puffin-Switch,Elusive-Kangaroo-Discovered,0.00,1.00,BLACK_WON,82
Elusive-Kangaroo-Discovered,Unruly-Puffin-Switch,1.00,0.00,WHITE_WON,83
Unruly-Puffin-Switch,Elusive-Kangaroo-Discovered,1.00,0.00,WHITE_WON,117
Elusive-Kangaroo-Discovered,Temporal-Hydra,0.00,1.00,BLACK_WON,12
Temporal-Hydra,Elusive-Kangaroo-Discovered,0.00,1.00,BLACK_WON,128
Elusive-Kangaroo-Discovered,Temporal-Hydra,0.00,1.00,BLACK_WON,162
Temporal-Hydra,Elusive-Kangaroo-Discovered,1.00,0.00,WHITE_WON,33
Elusive-Kangaroo-Discovered,Temporal-Hydra,1.00,0.00,WHITE_WON,37
Temporal-Hydra,Elusive-Kangaroo-Discovered,0.00,1.00,BLACK_WON,86
Elusive-Kangaroo-Discovered,Temporal-Hydra,0.00,1.00,BLACK_WON,144
Temporal-Hydra,Elusive-Kangaroo-Discovered,0.00,1.00,BLACK_WON,82
Elusive-Kangaroo-Discovered,Temporal-Hydra,1.00,0.00,WHITE_WON,123
Temporal-Hydra,Elusive-Kangaroo-Discovered,1.00,0.00,WHITE_WON,73
Elusive-Kangaroo-Discovered,Majestic-Basilisk-MatingNet,0.50,0.50,DRAW,171
Majestic-Basilisk-MatingNet,Elusive-Kangaroo-Discovered,0.00,1.00,BLACK_WON,36
Elusive-Kangaroo-Discovered,Majestic-Basilisk-MatingNet,1.00,0.00,WHITE_WON,97
Majestic-Basilisk-MatingNet,Elusive-Kangaroo-Discovered,1.00,0.00,WHITE_WON,103
Elusive-Kangaroo-Discovered,Majestic-Basilisk-MatingNet,1.00,0.00,WHITE_WON,77
Majestic-Basilisk-MatingNet,Elusive-Kangaroo-Discovered,0.50,0.50,DRAW,98
Elusive-Kangaroo-Discovered,Majestic-Basilisk-MatingNet,1.00,0.00,WHITE_WON,85
Majestic-Basilisk-MatingNet,Elusive-Kangaroo-Discovered,0.00,1.00,BLACK_WON,44
Elusive-Kangaroo-Discovered,Majestic-Basilisk-MatingNet,1.00,0.00,WHITE_WON,81
Majestic-Basilisk-MatingNet,Elusive-Kangaroo-Discovered,0.00,1.00,BLACK_WON,142
Elusive-Kangaroo-Discovered,Majestic-Djinn,0.00,1.00,BLACK_WON,62
Majestic-Djinn,Elusive-Kangaroo-Discovered,0.00,1.00,BLACK_WON,66
Elusive-Kangaroo-Discovered,Majestic-Djinn,1.00,0.00,WHITE_WON,79
Majestic-Djinn,Elusive-Kangaroo-Discovered,0.00,1.00,BLACK_WON,134
Elusive-Kangaroo-Discovered,Majestic-Djinn,1.00,0.00,WHITE_WON,105
Majestic-Djinn,Elusive-Kangaroo-Discovered,0.00,1.00,BLACK_WON,86
Elusive-Kangaroo-Discovered,Majestic-Djinn,0.00,1.00,BLACK_WON,82
Majestic-Djinn,Elusive-Kangaroo-Discovered,0.00,1.00,BLACK_WON,164
Elusive-Kangaroo-Discovered,Majestic-Djinn,1.00,0.00,WHITE_WON,109
Majestic-Djinn,Elusive-Kangaroo-Discovered,1.00,0.00,WHITE_WON,61
Elusive-Kangaroo-Discovered,Mischievous-Spider-Frontline,1.00,0.00,WHITE_WON,127
Mischievous-Spider-Frontline,Elusive-Kangaroo-Discovered,0.50,0.50,DRAW,49
Elusive-Kangaroo-Discovered,Mischievous-Spider-Frontline,1.00,0.00,WHITE_WON,69
Mischievous-Spider-Frontline,Elusive-Kangaroo-Discovered,1.00,0.00,WHITE_WON,117
Elusive-Kangaroo-Discovered,Mischievous-Spider-Frontline,1.00,0.00,WHITE_WON,145
Mischievous-Spider-Frontline,Elusive-Kangaroo-Discovered,0.00,1.00,BLACK_WON,106
Elusive-Kangaroo-Discovered,Mischievous-Spider-Frontline,0.00,1.00,BLACK_WON,156
Mischievous-Spider-Frontline,Elusive-Kangaroo-Discovered,1.00,0.00,WHITE_WON,129
Elusive-Kangaroo-Discovered,Mischievous-Spider-Frontline,1.00,0.00,WHITE_WON,59
Mischievous-Spider-Frontline,Elusive-Kangaroo-Discovered,0.50,0.50,DRAW,130
Elusive-Kangaroo-Discovered,Agile-Antelope,1.00,0.00,WHITE_WON,95
Agile-Antelope,Elusive-Kangaroo-Discovered,0.00,1.00,BLACK_WON,136
Elusive-Kangaroo-Discovered,Agile-Antelope,1.00,0.00,WHITE_WON,77
Agile-Antelope,Elusive-Kangaroo-Discovered,0.50,0.50,DRAW,54
Elusive-Kangaroo-Discovered,Agile-Antelope,0.00,1.00,BLACK_WON,30
Agile-Antelope,Elusive-Kangaroo-Discovered,0.00,1.00,BLACK_WON,90
Elusive-Kangaroo-Discovered,Agile-Antelope,1.00,0.00,WHITE_WON,139
Agile-Antelope,Elusive-Kangaroo-Discovered,0.50,0.50,DRAW,180
Elusive-Kangaroo-Discovered,Agile-Antelope,0.00,1.00,BLACK_WON,78
Agile-Antelope,Elusive-Kangaroo-Discovered,0.00,1.00,BLACK_WON,106
Elusive-Kangaroo-Discovered,Mischievous-Kraken-Clearance,1.00,0.00,WHITE_WON,103
Mischievous-Kraken-Clearance,Elusive-Kangaroo-Discovered,1.00,0.00,WHITE_WON,85
Elusive-Kangaroo-Discovered,Mischievous-Kraken-Clearance,1.00,0.00,WHITE_WON,77
Mischievous-Kraken-Clearance,Elusive-Kangaroo-Discovered,1.00,0.00,WHITE_WON,73
Elusive-Kangaroo-Discovered,Mischievous-Kraken-Clearance,0.00,1.00,BLACK_WON,144
Mischievous-Kraken-Clearance,Elusive-Kangaroo-Discovered,0.00,1.00,BLACK_WON,138
Elusive-Kangaroo-Discovered,Mischievous-Kraken-Clearance,1.00,0.00,WHITE_WON,75
Mischievous-Kraken-Clearance,Elusive-Kangaroo-Discovered,0.00,1.00,BLACK_WON,102
Elusive-Kangaroo-Discovered,Mischievous-Kraken-Clearance,0.00,1.00,BLACK_WON,82
Mischievous-Kraken-Clearance,Elusive-Kangaroo-Discovered,0.50,0.50,DRAW,100
Elusive-Kangaroo-Discovered,Unruly-Bison-Smother,1.00,0.00,WHITE_WON,57
Unruly-Bison-Smother,Elusive-Kangaroo-Discovered,0.50,0.50,DRAW,189
Elusive-Kangaroo-Discovered,Unruly-Bison-Smother,1.00,0.00,WHITE_WON,123
Unruly-Bison-Smother,Elusive-Kangaroo-Discovered,0.50,0.50,DRAW,74
Elusive-Kangaroo-Discovered,Unruly-Bison-Smother,1.00,0.00,WHITE_WON,45
Unruly-Bison-Smother,Elusive-Kangaroo-Discovered,1.00,0.00,WHITE_WON,105
Elusive-Kangaroo-Discovered,Unruly-Bison-Smother,1.00,0.00,WHITE_WON,71
Unruly-Bison-Smother,Elusive-Kangaroo-Discovered,0.00,1.00,BLACK_WON,92
Elusive-Kangaroo-Discovered,Unruly-Bison-Smother,1.00,0.00,WHITE_WON,63
Unruly-Bison-Smother,Elusive-Kangaroo-Discovered,1.00,0.00,WHITE_WON,133
Elusive-Kangaroo-Discovered,Noble-Mongoose,0.00,1.00,BLACK_WON,50
Noble-Mongoose,Elusive-Kangaroo-Discovered,0.00,1.00,BLACK_WON,98
Elusive-Kangaroo-Discovered,Noble-Mongoose,1.00,0.00,WHITE_WON,103
Noble-Mongoose,Elusive-Kangaroo-Discovered,0.50,0.50,DRAW,22
Elusive-Kangaroo-Discovered,Noble-Mongoose,1.00,0.00,WHITE_WON,65
Noble-Mongoose,Elusive-Kangaroo-Discovered,0.50,0.50,DRAW,22
Elusive-Kangaroo-Discovered,Noble-Mongoose,1.00,0.00,WHITE_WON,97
Noble-Mongoose,Elusive-Kangaroo-Discovered,1.00,0.00,WHITE_WON,99
Elusive-Kangaroo-Discovered,Noble-Mongoose,0.00,1.00,BLACK_WON,66
Noble-Mongoose,Elusive-Kangaroo-Discovered,0.50,0.50,DRAW,111
Elusive-Kangaroo-Discovered,Agile-Mantis-TempoGain,0.00,1.00,BLACK_WON,70
Agile-Mantis-TempoGain,Elusive-Kangaroo-Discovered,0.00,1.00,BLACK_WON,94
Elusive-Kangaroo-Discovered,Agile-Mantis-TempoGain,0.00,1.00,BLACK_WON,94
Agile-Mantis-TempoGain,Elusive-Kangaroo-Discovered,1.00,0.00,WHITE_WON,61
Elusive-Kangaroo-Discovered,Agile-Mantis-TempoGain,0.00,1.00,BLACK_WON,72
Agile-Mantis-TempoGain,Elusive-Kangaroo-Discovered,1.00,0.00,WHITE_WON,139
Elusive-Kangaroo-Discovered,Agile-Mantis-TempoGain,0.50,0.50,DRAW,139
Agile-Mantis-TempoGain,Elusive-Kangaroo-Discovered,1.00,0.00,WHITE_WON,65
Elusive-Kangaroo-Discovered,Agile-Mantis-TempoGain,0.00,1.00,BLACK_WON,114
Agile-Mantis-TempoGain,Elusive-Kangaroo-Discovered,0.50,0.50,DRAW,175
Elusive-Kangaroo-Discovered,Nimble-Walrus-KingHunt,0.00,1.00,BLACK_WON,132
Nimble-Walrus-KingHunt,Elusive-Kangaroo-Discovered,0.00,1.00,BLACK_WON,54
Elusive-Kangaroo-Discovered,Nimble-Walrus-KingHunt,0.50,0.50,DRAW,259
Nimble-Walrus-KingHunt,Elusive-Kangaroo-Discovered,0.50,0.50,DRAW,81
Elusive-Kangaroo-Discovered,Nimble-Walrus-KingHunt,0.00,1.00,BLACK_WON,118
Nimble-Walrus-KingHunt,Elusive-Kangaroo-Discovered,1.00,0.00,WHITE_WON,93
Elusive-Kangaroo-Discovered,Nimble-Walrus-KingHunt,1.00,0.00,WHITE_WON,165
Nimble-Walrus-KingHunt,Elusive-Kangaroo-Discovered,0.50,0.50,DRAW,200
Elusive-Kangaroo-Discovered,Nimble-Walrus-KingHunt,0.00,1.00,BLACK_WON,164
Nimble-Walrus-KingHunt,Elusive-Kangaroo-Discovered,1.00,0.00,WHITE_WON,129
Raging-Eagle,Unruly-Puffin-Switch,0.00,1.00,BLACK_WON,78
Unruly-Puffin-Switch,Raging-Eagle,0.00,1.00,BLACK_WON,54
Raging-Eagle,Unruly-Puffin-Switch,1.00,0.00,WHITE_WON,103
Unruly-Puffin-Switch,Raging-Eagle,1.00,0.00,WHITE_WON,39
Raging-Eagle,Unruly-Puffin-Switch,1.00,0.00,WHITE_WON,97
Unruly-Puffin-Switch,Raging-Eagle,0.00,1.00,BLACK_WON,104
Raging-Eagle,Unruly-Puffin-Switch,1.00,0.00,WHITE_WON,105
Unruly-Puffin-Switch,Raging-Eagle,0.00,1.00,BLACK_WON,156
Raging-Eagle,Unruly-Puffin-Switch,0.00,1.00,BLACK_WON,80
Unruly-Puffin-Switch,Raging-Eagle,1.00,0.00,WHITE_WON,35
Raging-Eagle,Temporal-Hydra,0.50,0.50,DRAW,121
Temporal-Hydra,Raging-Eagle,0.00,1.00,BLACK_WON,60
Raging-Eagle,Temporal-Hydra,0.00,1.00,BLACK_WON,94
Temporal-Hydra,Raging-Eagle,1.00,0.00,WHITE_WON,81
Raging-Eagle,Temporal-Hydra,1.00,0.00,WHITE_WON,97
Temporal-Hydra,Raging-Eagle,0.00,1.00,BLACK_WON,168
Raging-Eagle,Temporal-Hydra,0.00,1.00,BLACK_WON,74
Temporal-Hydra,Raging-Eagle,1.00,0.00,WHITE_WON,67
Raging-Eagle,Temporal-Hydra,0.00,1.00,BLACK_WON,180
Temporal-Hydra,Raging-Eagle,0.00,1.00,BLACK_WON,144
Raging-Eagle,Majestic-Basilisk-MatingNet,0.00,1.00,BLACK_WON,94
Majestic-Basilisk-MatingNet,Raging-Eagle,0.00,1.00,BLACK_WON,118
Raging-Eagle,Majestic-Basilisk-MatingNet,0.00,1.00,BLACK_WON,114
Majestic-Basilisk-MatingNet,Raging-Eagle,0.00,1.00,BLACK_WON,28
Raging-Eagle,Majestic-Basilisk-MatingNet,0.50,0.50,DRAW,198
Majestic-Basilisk-MatingNet,Raging-Eagle,1.00,0.00,WHITE_WON,101
Raging-Eagle,Majestic-Basilisk-MatingNet,0.00,1.00,BLACK_WON,120
Majestic-Basilisk-MatingNet,Raging-Eagle,0.50,0.50,DRAW,80
Raging-Eagle,Majestic-Basilisk-MatingNet,0.50,0.50,DRAW,106
Majestic-Basilisk-MatingNet,Raging-Eagle,1.00,0.00,WHITE_WON,45
Raging-Eagle,Majestic-Djinn,0.00,1.00,BLACK_WON,100
Majestic-Djinn,Raging-Eagle,0.00,1.00,BLACK_WON,122
Raging-Eagle,Majestic-Djinn,0.00,1.00,BLACK_WON,90
Majestic-Djinn,Raging-Eagle,1.00,0.00,WHITE_WON,55
Raging-Eagle,Majestic-Djinn,0.50,0.50,DRAW,168
Majestic-Djinn,Raging-Eagle,1.00,0.00,WHITE_WON,57
Raging-Eagle,Majestic-Djinn,0.00,1.00,BLACK_WON,122
Majestic-Djinn,Raging-Eagle,1.00,0.00,WHITE_WON,39
Raging-Eagle,Majestic-Djinn,1.00,0.00,WHITE_WON,63
Majestic-Djinn,Raging-Eagle,0.00,1.00,BLACK_WON,38
Raging-Eagle,Mischievous-Spider-Frontline,0.00,1.00,BLACK_WON,104
Mischievous-Spider-Frontline,Raging-Eagle,0.00,1.00,BLACK_WON,110
Raging-Eagle,Mischievous-Spider-Frontline,1.00,0.00,WHITE_WON,37
Mischievous-Spider-Frontline,Raging-Eagle,0.50,0.50,DRAW,223
Raging-Eagle,Mischievous-Spider-Frontline,0.00,1.00,BLACK_WON,86
Mischievous-Spider-Frontline,Raging-Eagle,0.00,1.00,BLACK_WON,130
Raging-Eagle,Mischievous-Spider-Frontline,1.00,0.00,WHITE_WON,45
Mischievous-Spider-Frontline,Raging-Eagle,0.00,1.00,BLACK_WON,158
Raging-Eagle,Mischievous-Spider-Frontline,0.00,1.00,BLACK_WON,78
Mischievous-Spider-Frontline,Raging-Eagle,0.00,1.00,BLACK_WON,112
Raging-Eagle,Agile-Antelope,0.00,1.00,BLACK_WON,56
Agile-Antelope,Raging-Eagle,1.00,0.00,WHITE_WON,75
Raging-Eagle,Agile-Antelope,0.50,0.50,DRAW,136
Agile-Antelope,Raging-Eagle,1.00,0.00,WHITE_WON,81
Raging-Eagle,Agile-Antelope,0.00,1.00,BLACK_WON,82
Agile-Antelope,Raging-Eagle,1.00,0.00,WHITE_WON,47
Raging-Eagle,Agile-Antelope,0.50,0.50,DRAW,121
Agile-Antelope,Raging-Eagle,0.00,1.00,BLACK_WON,66
Raging-Eagle,Agile-Antelope,1.00,0.00,WHITE_WON,25
Agile-Antelope,Raging-Eagle,0.00,1.00,BLACK_WON,100
Raging-Eagle,Mischievous-Kraken-Clearance,1.00,0.00,WHITE_WON,31
Mischievous-Kraken-Clearance,Raging-Eagle,0.50,0.50,DRAW,88
Raging-Eagle,Mischievous-Kraken-Clearance,1.00,0.00,WHITE_WON,123
Mischievous-Kraken-Clearance,Raging-Eagle,1.00,0.00,WHITE_WON,129
Raging-Eagle,Mischievous-Kraken-Clearance,1.00,0.00,WHITE_WON,53
Mischievous-Kraken-Clearance,Raging-Eagle,1.00,0.00,WHITE_WON,47
Raging-Eagle,Mischievous-Kraken-Clearance,0.00,1.00,BLACK_WON,58
Mischievous-Kraken-Clearance,Raging-Eagle,0.00,1.00,BLACK_WON,98
Raging-Eagle,Mischievous-Kraken-Clearance,0.00,1.00,BLACK_WON,78
Mischievous-Kraken-Clearance,Raging-Eagle,0.00,1.00,BLACK_WON,116
Raging-Eagle,Unruly-Bison-Smother,0.00,1.00,BLACK_WON,100
Unruly-Bison-Smother,Raging-Eagle,0.00,1.00,BLACK_WON,66
Raging-Eagle,Unruly-Bison-Smother,0.00,1.00,BLACK_WON,104
Unruly-Bison-Smother,Raging-Eagle,0.00,1.00,BLACK_WON,98
Raging-Eagle,Unruly-Bison-Smother,0.50,0.50,DRAW,106
Unruly-Bison-Smother,Raging-Eagle,1.00,0.00,WHITE_WON,35
Raging-Eagle,Unruly-Bison-Smother,1.00,0.00,WHITE_WON,85
Unruly-Bison-Smother,Raging-Eagle,1.00,0.00,WHITE_WON,83
Raging-Eagle,Unruly-Bison-Smother,1.00,0.00,WHITE_WON,119
Unruly-Bison-Smother,Raging-Eagle,0.00,1.00,BLACK_WON,146
Raging-Eagle,Noble-Mongoose,0.50,0.50,DRAW,85
Noble-Mongoose,Raging-Eagle,1.00,0.00,WHITE_WON,83
Raging-Eagle,Noble-Mongoose,1.00,0.00,WHITE_WON,155
Noble-Mongoose,Raging-Eagle,0.00,1.00,BLACK_WON,124
Raging-Eagle,Noble-Mongoose,0.00,1.00,BLACK_WON,66
Noble-Mongoose,Raging-Eagle,0.50,0.50,DRAW,125
Raging-Eagle,Noble-Mongoose,0.50,0.50,DRAW,64
Noble-Mongoose,Raging-Eagle,0.00,1.00,BLACK_WON,68
Raging-Eagle,Noble-Mongoose,0.50,0.50,DRAW,43
Noble-Mongoose,Raging-Eagle,1.00,0.00,WHITE_WON,59
Raging-Eagle,Agile-Mantis-TempoGain,1.00,0.00,WHITE_WON,53
Agile-Mantis-TempoGain,Raging-Eagle,0.00,1.00,BLACK_WON,68
Raging-Eagle,Agile-Mantis-TempoGain,0.00,1.00,BLACK_WON,62
Agile-Mantis-TempoGain,Raging-Eagle,0.00,1.00,BLACK_WON,162
Raging-Eagle,Agile-Mantis-TempoGain,0.00,1.00,BLACK_WON,136
Agile-Mantis-TempoGain,Raging-Eagle,1.00,0.00,WHITE_WON,37
Raging-Eagle,Agile-Mantis-TempoGain,0.00,1.00,BLACK_WON,108
Agile-Mantis-TempoGain,Raging-Eagle,0.00,1.00,BLACK_WON,104
Raging-Eagle,Agile-Mantis-TempoGain,0.00,1.00,BLACK_WON,142
Agile-Mantis-TempoGain,Raging-Eagle,1.00,0.00,WHITE_WON,75
Raging-Eagle,Nimble-Walrus-KingHunt,0.00,1.00,BLACK_WON,66
Nimble-Walrus-KingHunt,Raging-Eagle,0.00,1.00,BLACK_WON,88
Raging-Eagle,Nimble-Walrus-KingHunt,0.00,1.00,BLACK_WON,100
Nimble-Walrus-KingHunt,Raging-Eagle,1.00,0.00,WHITE_WON,137
Raging-Eagle,Nimble-Walrus-KingHunt,0.50,0.50,DRAW,75
Nimble-Walrus-KingHunt,Raging-Eagle,1.00,0.00,WHITE_WON,53
